n;rooms;price;totsp;livesp;kitsp;dist;metrdist;walk;brick;tel;bal;floor;new;floors;nfloor;floor1;floor2;nw;w;sw;sanuzel__1_razdel__0_sovm_;okrug;price_meter;ln_price_meter;ln_livesp;ln_totsp;ln_kitsp;ln_dist;ln_metrdist;ln_metrdist_walk;ln_livesp_sq;ln_totsp_sq;ln_kitsp_sq;ln_dist_sq;ln_metrdist_sq;ln_floors;ln_nfloor;ln_floors_sq;ln_nfloor_sq;non_livesp;ln_totsp2;ln_totsp3;ln_price_metr
482;1;6300000;39;21;9;11;5;0;0;1;1;1;1;14;4;0;0;0;1;0;1;zao;161538.5;11.9925;3.044523;3.663562;2.197225;2.397895;1.609438;0;9.269117;13.42168;4.827796;5.749902;2.590291;2.639057;1.386294;6.964624;1.921812;9;13.42168393;28.2200343;11.99249878
483;1;6800000;33;19;6;11;7;1;0;1;1;1;1;5;4;0;0;0;1;0;0;zao;206060.6;12.23593;2.944439;3.496508;1.791759;2.397895;1.94591;1.94591;8.669721;12.22557;3.210402;5.749902;3.786566;1.609438;1.386294;2.590291;1.921812;8;12.22556513;25.52746416;12.23592558
484;1;6850000;31;21;6;11;10;1;0;1;1;1;1;9;7;0;0;0;1;0;;zao;220967.7;12.30577;3.044523;3.433987;1.791759;2.397895;2.302585;2.302585;9.269117;11.79227;3.210402;5.749902;5.301898;2.197225;1.94591;4.827796;3.786566;4;11.79226812;28.2200343;12.30577182
485;1;7300000;32;17;8;11;10;0;0;1;1;1;1;12;5;0;0;0;1;0;0;zao;228125;12.33765;2.833213;3.465736;2.079442;2.397895;2.302585;0;8.027098;12.01133;4.324077;5.749902;5.301898;2.484907;1.609438;6.174761;2.590291;7;12.01132535;22.74248075;12.337649
486;1;7350000;18;14;3;11;10;0;0;1;0;1;1;12;4;0;0;0;1;0;;zao;408333.3;12.91984;2.639057;2.890372;1.098612;2.397895;2.302585;0;6.964624;8.354249;1.206949;5.749902;5.301898;2.484907;1.386294;6.174761;1.921812;1;8.354248899;18.38004093;12.91983903
487;1;7500000;37;19;8;11;5;0;0;1;0;0;1;12;1;1;0;0;1;0;0;zao;202702.7;12.2195;2.944439;3.610918;2.079442;2.397895;1.609438;0;8.669721;13.03873;4.324077;5.749902;2.590291;2.484907;0;6.174761;0;10;13.03872817;25.52746416;12.21949565
489;1;11300000;40;16;8;11;10;1;1;1;1;1;1;25;24;0;0;0;1;0;;zao;282500;12.55143;2.772589;3.688879;2.079442;2.397895;2.302585;2.302585;7.687248;13.60783;4.324077;5.749902;5.301898;3.218876;3.178054;10.36116;10.10003;16;13.60783163;21.31357773;12.55143383
490;1;11912213;28;20;5;11;10;0;0;1;0;0;1;38;38;0;1;0;1;0;;zao;425436.2;12.96087;2.995732;3.332205;1.609438;2.397895;2.302585;0;8.974412;11.10359;2.590291;5.749902;5.301898;3.637586;3.637586;13.23203;13.23203;3;11.1035869;26.88493523;12.96087027
491;1;12092925;51;28;14;11;10;0;0;1;0;1;1;40;38;0;0;0;1;0;;zao;237116.2;12.37631;3.332205;3.931826;2.639057;2.397895;2.302585;0;11.10359;15.45925;6.964624;5.749902;5.301898;3.688879;3.637586;13.60783;13.23203;9;15.45925281;36.99942234;12.3763056
492;1;6600000;33;19;6;11;7;1;0;1;1;1;0;5;4;0;0;0;1;0;0;zao;200000;12.20607;2.944439;3.496508;1.791759;2.397895;1.94591;1.94591;8.669721;12.22557;3.210402;5.749902;3.786566;1.609438;1.386294;2.590291;1.921812;8;12.22556513;25.52746416;12.20607265
493;1;7450000;37;19;8;11;5;0;0;1;0;0;0;12;1;1;0;0;1;0;0;zao;201351.3;12.21281;2.944439;3.610918;2.079442;2.397895;1.609438;0;8.669721;13.03873;4.324077;5.749902;2.590291;2.484907;0;6.174761;0;10;13.03872817;25.52746416;12.21280642
494;1;6150000;39;21;9;11;5;0;0;1;1;1;0;14;4;0;0;0;1;0;1;zao;157692.3;11.9684;3.044523;3.663562;2.197225;2.397895;1.609438;0;9.269117;13.42168;4.827796;5.749902;2.590291;2.639057;1.386294;6.964624;1.921812;9;13.42168393;28.2200343;11.96840094
495;1;5700000;40;20;10;11;15;0;0;1;1;1;0;14;6;0;0;0;1;0;1;zao;142500;11.8671;2.995732;3.688879;2.302585;2.397895;2.70805;0;8.974412;13.60783;5.301898;5.749902;7.333536;2.639057;1.791759;6.964624;3.210402;10;13.60783163;26.88493523;11.86709728
496;1;5600000;40;20;10;11;15;0;0;1;1;1;0;14;6;0;0;0;1;0;1;zao;140000;11.8494;2.995732;3.688879;2.302585;2.397895;2.70805;0;8.974412;13.60783;5.301898;5.749902;7.333536;2.639057;1.791759;6.964624;3.210402;10;13.60783163;26.88493523;11.8493977
497;1;7250000;18;13;2;11;7;0;0;1;0;1;0;12;4;0;0;0;1;0;;zao;402777.8;12.90614;2.564949;2.890372;0.6931472;2.397895;1.94591;0;6.578965;8.354249;0.480453;5.749902;3.786566;2.484907;1.386294;6.174761;1.921812;3;8.354248899;16.87471258;12.90614032
498;1;6700000;30;19;6;11;10;1;0;1;1;0;0;9;1;1;0;0;1;0;0;zao;223333.3;12.31642;2.944439;3.401197;1.791759;2.397895;2.302585;2.302585;8.669721;11.56814;3.210402;5.749902;5.301898;2.197225;0;4.827796;0;5;11.56814363;25.52746416;12.31642055
499;1;10500000;46;20;14;11;11;1;1;1;1;1;0;8;3;0;0;0;1;0;0;zao;228260.9;12.33824;2.995732;3.828641;2.639057;2.397895;2.397895;2.397895;8.974412;14.65849;6.964624;5.749902;5.749902;2.079442;1.098612;4.324077;1.206949;12;14.65849494;26.88493523;12.33824455
500;1;7300000;32;17;8;11;10;0;0;1;1;1;0;12;5;0;0;0;1;0;0;zao;228125;12.33765;2.833213;3.465736;2.079442;2.397895;2.302585;0;8.027098;12.01133;4.324077;5.749902;5.301898;2.484907;1.609438;6.174761;2.590291;7;12.01132535;22.74248075;12.337649
501;1;10500000;46;19;14;11;14;1;0;1;1;1;0;8;3;0;0;0;1;0;0;zao;228260.9;12.33824;2.944439;3.828641;2.639057;2.397895;2.639057;2.639057;8.669721;14.65849;6.964624;5.749902;6.964624;2.079442;1.098612;4.324077;1.206949;13;14.65849494;25.52746416;12.33824455
502;1;6200000;32;22;6;11;9;1;0;1;1;1;0;9;7;0;0;0;1;0;0;zao;193750;12.17432;3.091043;3.465736;1.791759;2.397895;2.197225;2.197225;9.554543;12.01133;3.210402;5.749902;4.827796;2.197225;1.94591;4.827796;3.786566;4;12.01132535;29.53349942;12.17432395
503;1;12800000;27;23;4;11;9;0;0;1;0;1;0;24;14;0;0;0;1;0;;zao;474074.1;13.06912;3.135494;3.295837;1.386294;2.397895;2.197225;0;9.831324;10.86254;1.921812;5.749902;4.827796;3.178054;2.639057;10.10003;6.964624;0;10.86254065;30.82605947;13.06911892
504;1;8600000;40;20;9;11;10;0;0;1;1;1;0;20;5;0;0;0;1;0;;zao;215000;12.27839;2.995732;3.688879;2.197225;2.397895;2.302585;0;8.974412;13.60783;4.827796;5.749902;5.301898;2.995732;1.609438;8.974412;2.590291;11;13.60783163;26.88493523;12.27839331
505;1;12000000;53;22;12;11;15;1;1;1;1;1;0;24;22;0;0;0;1;0;;zao;226415.1;12.33012;3.091043;3.970292;2.484907;2.397895;2.70805;2.70805;9.554543;15.76322;6.174761;5.749902;7.333536;3.178054;3.091043;10.10003;9.554543;19;15.76321788;29.53349942;12.33012532
506;1;8600000;40;30;7;11;7;0;0;1;0;1;0;20;5;0;0;0;1;0;;zao;215000;12.27839;3.401197;3.688879;1.94591;2.397895;1.94591;0;11.56814;13.60783;3.786566;5.749902;3.786566;2.995732;1.609438;8.974412;2.590291;3;13.60783163;39.34553982;12.27839331
508;1;4900000;36;15;9;11;15;0;0;0;1;0;0;17;1;1;0;0;1;0;1;zao;136111.1;11.82123;2.70805;3.583519;2.197225;2.397895;2.70805;0;7.333536;12.84161;4.827796;5.749902;7.333536;2.833213;0;8.027098;0;12;12.84160798;19.85958335;11.82122674
509;1;5450000;30;18;6;14.5;5;0;1;1;1;1;1;9;4;0;0;1;0;0;0;szao;181666.7;12.10993;2.890372;3.401197;1.791759;2.674149;1.609438;0;8.354249;11.56814;3.210402;7.151071;2.590291;2.197225;1.386294;4.827796;1.921812;6;11.56814363;24.14688508;12.10992897
510;1;6500000;33;19;7;14.5;10;0;0;1;0;1;1;9;2;0;0;1;0;0;0;szao;196969.7;12.19081;2.944439;3.496508;1.94591;2.674149;2.302585;0;8.669721;12.22557;3.786566;7.151071;5.301898;2.197225;0.6931472;4.827796;0.480453;7;12.22556513;25.52746416;12.19080519
511;1;6300000;38;19;7;14.5;10;0;0;1;1;1;1;17;4;0;0;1;0;0;0;szao;165789.5;12.01847;2.944439;3.637586;1.94591;2.674149;2.302585;0;8.669721;13.23203;3.786566;7.151071;5.301898;2.833213;1.386294;8.027098;1.921812;12;13.23203307;25.52746416;12.01847419
512;1;5650000;38;20;8;14.5;5;0;0;1;1;1;1;17;4;0;0;1;0;0;0;szao;148684.2;11.90958;2.995732;3.637586;2.079442;2.674149;1.609438;0;8.974412;13.23203;4.324077;7.151071;2.590291;2.833213;1.386294;8.027098;1.921812;10;13.23203307;26.88493523;11.90957987
513;1;5600000;38;19;8;14.5;15;0;0;1;1;1;1;17;5;0;0;1;0;0;0;szao;147368.4;11.90069;2.944439;3.637586;2.079442;2.674149;2.70805;0;8.669721;13.23203;4.324077;7.151071;7.333536;2.833213;1.609438;8.027098;2.590291;11;13.23203307;25.52746416;11.90069085
514;1;4750000;38;19;8;14.5;40;0;0;1;0;0;1;14;1;1;0;1;0;0;;szao;125000;11.73607;2.944439;3.637586;2.079442;2.674149;3.688879;0;8.669721;13.23203;4.324077;7.151071;13.60783;2.639057;0;6.964624;0;11;13.23203307;25.52746416;11.73606902
515;1;8350000;44;24;6;14.5;10;1;0;1;1;0;1;14;14;0;1;1;0;0;;szao;189772.7;12.15358;3.178054;3.78419;1.791759;2.674149;2.302585;2.302585;10.10003;14.32009;3.210402;7.151071;5.301898;2.639057;2.639057;6.964624;6.964624;14;14.32009119;32.09842679;12.15358232
516;1;5900000;46;22;12;14.5;30;0;0;1;1;1;1;22;11;0;0;1;0;0;0;szao;128260.9;11.76182;3.091043;3.828641;2.484907;2.674149;3.401197;0;9.554543;14.65849;6.174761;7.151071;11.56814;3.091043;2.397895;9.554543;5.749902;12;14.65849494;29.53349942;11.76182175
517;1;5150000;30;18;6;14.5;5;0;1;1;1;1;0;9;4;0;0;1;0;0;0;szao;171666.7;12.05331;2.890372;3.401197;1.791759;2.674149;1.609438;0;8.354249;11.56814;3.210402;7.151071;2.590291;2.197225;1.386294;4.827796;1.921812;6;11.56814363;24.14688508;12.05331009
518;1;6200000;38;19;7;14.5;10;0;0;1;1;1;0;17;4;0;0;1;0;0;0;szao;163157.9;12.00247;2.944439;3.637586;1.94591;2.674149;2.302585;0;8.669721;13.23203;3.786566;7.151071;5.301898;2.833213;1.386294;8.027098;1.921812;12;13.23203307;25.52746416;12.00247372
519;1;5000000;31;19;5;14.5;10;1;0;1;0;0;0;8;1;1;0;1;0;0;0;szao;161290.3;11.99096;2.944439;3.433987;1.609438;2.674149;2.302585;2.302585;8.669721;11.79227;2.590291;7.151071;5.301898;2.079442;0;4.324077;0;7;11.79226812;25.52746416;11.99096113
520;1;5900000;35;19;9;14.5;12;1;0;0;1;1;0;14;12;0;0;1;0;0;0;szao;168571.4;12.03512;2.944439;3.555348;2.197225;2.674149;2.484907;2.484907;8.669721;12.6405;4.827796;7.151071;6.174761;2.639057;2.484907;6.964624;6.174761;7;12.64049984;25.52746416;12.03511468
521;1;5650000;31;21;6;14.5;17;1;0;1;1;1;0;9;6;0;0;1;0;0;0;szao;182258.1;12.11318;3.044523;3.433987;1.791759;2.674149;2.833213;2.833213;9.269117;11.79227;3.210402;7.151071;8.027098;2.197225;1.791759;4.827796;3.210402;4;11.79226812;28.2200343;12.11317909
522;1;8990000;43;19;8;14.5;7;1;1;1;1;1;0;9;7;0;0;1;0;0;0;szao;209069.8;12.25042;2.944439;3.7612;2.079442;2.674149;1.94591;1.94591;8.669721;14.14663;4.324077;7.151071;3.786566;2.197225;1.94591;4.827796;3.786566;16;14.14662631;25.52746416;12.25042345
523;1;7650000;40;18;10;14.5;10;1;1;0;1;1;0;21;6;0;0;1;0;0;0;szao;191250;12.16134;2.890372;3.688879;2.302585;2.674149;2.302585;2.302585;8.354249;13.60783;5.301898;7.151071;5.301898;3.044523;1.791759;9.269117;3.210402;12;13.60783163;24.14688508;12.16133675
524;1;6850000;38;19;10;14.5;10;0;0;1;1;1;0;14;9;0;0;1;0;0;0;szao;180263.2;12.10217;2.944439;3.637586;2.302585;2.674149;2.302585;0;8.669721;13.23203;5.301898;7.151071;5.301898;2.639057;2.197225;6.964624;4.827796;9;13.23203307;25.52746416;12.10217328
525;1;5800000;42;19;10;14.5;10;0;0;0;1;1;0;12;10;0;0;1;0;0;0;szao;138095.2;11.8357;2.944439;3.73767;2.302585;2.674149;2.302585;0;8.669721;13.97017;5.301898;7.151071;5.301898;2.484907;2.302585;6.174761;5.301898;13;13.97017418;25.52746416;11.83569858
526;1;5900000;32;20;6;14.5;7;0;0;1;1;1;0;5;2;0;0;1;0;0;0;szao;184375;12.12473;2.995732;3.465736;1.791759;2.674149;1.94591;0;8.974412;12.01133;3.210402;7.151071;3.786566;1.609438;0.6931472;2.590291;0.480453;6;12.01132535;26.88493523;12.12472701
527;1;5200000;36;18;8;14.5;15;1;0;0;0;0;0;17;1;1;0;1;0;0;0;szao;144444.4;11.88065;2.890372;3.583519;2.079442;2.674149;2.70805;2.70805;8.354249;12.84161;4.324077;7.151071;7.333536;2.833213;0;8.027098;0;10;12.84160798;24.14688508;11.88064994
528;1;8350000;44;24;6;14.5;10;1;0;1;1;0;0;14;14;0;1;1;0;0;;szao;189772.7;12.15358;3.178054;3.78419;1.791759;2.674149;2.302585;2.302585;10.10003;14.32009;3.210402;7.151071;5.301898;2.639057;2.639057;6.964624;6.964624;14;14.32009119;32.09842679;12.15358232
529;1;7550000;39;18;10;14.5;10;0;0;1;0;1;0;22;3;0;0;1;0;0;;szao;193589.8;12.1735;2.890372;3.663562;2.302585;2.674149;2.302585;0;8.354249;13.42168;5.301898;7.151071;5.301898;3.091043;1.098612;9.554543;1.206949;11;13.42168393;24.14688508;12.17349677
530;1;5200000;31;19;5;12;15;1;0;1;0;0;1;5;1;1;0;0;0;1;0;uzao;167741.9;12.03018;2.944439;3.433987;1.609438;2.484907;2.70805;2.70805;8.669721;11.79227;2.590291;6.174761;7.333536;1.609438;0;2.590291;0;7;11.79226812;25.52746416;12.03018177
532;1;5750000;33;22;7;12;10;1;0;1;0;1;0;9;2;0;0;0;0;1;0;uzao;174242.4;12.0682;3.091043;3.496508;1.94591;2.484907;2.302585;2.302585;9.554543;12.22557;3.786566;6.174761;5.301898;2.197225;0.6931472;4.827796;0.480453;4;12.22556513;29.53349942;12.06820271
533;1;6700000;32;19;6;12;3;1;1;1;1;1;0;9;5;0;0;0;0;1;0;uzao;209375;12.25188;2.944439;3.465736;1.791759;2.484907;1.098612;1.098612;8.669721;12.01133;3.210402;6.174761;1.206949;2.197225;1.609438;4.827796;2.590291;7;12.01132535;25.52746416;12.25188218
534;1;6900000;38;20;10;12;15;1;0;1;1;0;0;12;12;0;1;0;0;1;0;uzao;181579;12.10945;2.995732;3.637586;2.302585;2.484907;2.70805;2.70805;8.974412;13.23203;5.301898;6.174761;7.333536;2.484907;2.484907;6.174761;6.174761;8;13.23203307;26.88493523;12.1094461
535;1;5300000;36;20;9;12;7;1;0;1;0;0;0;14;1;1;0;0;0;1;0;uzao;147222.2;11.8997;2.995732;3.583519;2.197225;2.484907;1.94591;1.94591;8.974412;12.84161;4.827796;6.174761;3.786566;2.639057;0;6.964624;0;7;12.84160798;26.88493523;11.89969829
536;1;5200000;31;19;5;12;15;1;0;1;0;1;0;5;2;0;0;0;0;1;0;uzao;167741.9;12.03018;2.944439;3.433987;1.609438;2.484907;2.70805;2.70805;8.669721;11.79227;2.590291;6.174761;7.333536;1.609438;0.6931472;2.590291;0.480453;7;11.79226812;25.52746416;12.03018177
537;1;5200000;31;19;5;12;15;1;0;1;0;0;0;5;1;1;0;0;0;1;0;uzao;167741.9;12.03018;2.944439;3.433987;1.609438;2.484907;2.70805;2.70805;8.669721;11.79227;2.590291;6.174761;7.333536;1.609438;0;2.590291;0;7;11.79226812;25.52746416;12.03018177
538;1;6900000;38;20;8;23.5;5;1;0;1;1;1;1;14;11;0;0;0;0;1;;uzao;181579;12.10945;2.995732;3.637586;2.079442;3.157;1.609438;1.609438;8.974412;13.23203;4.324077;9.966651;2.590291;2.639057;2.397895;6.964624;5.749902;10;13.23203307;26.88493523;12.1094461
539;1;6100000;39;18;9;23.5;10;1;0;1;1;1;1;17;11;0;0;0;0;1;1;uzao;156410.3;11.96024;2.890372;3.663562;2.197225;3.157;2.302585;2.302585;8.354249;13.42168;4.827796;9.966651;5.301898;2.833213;2.397895;8.027098;5.749902;12;13.42168393;24.14688508;11.96023796
540;1;7050000;42;19;10;23.5;3;1;0;1;1;1;0;24;15;0;0;0;0;1;0;uzao;167857.1;12.03087;2.944439;3.73767;2.302585;3.157;1.098612;1.098612;8.669721;13.97017;5.301898;9.966651;1.206949;3.178054;2.70805;10.10003;7.333536;13;13.97017418;25.52746416;12.0308683
541;1;5950000;38;19;9;23.5;2;1;0;1;1;1;0;17;4;0;0;0;0;1;0;uzao;156579;11.96132;2.944439;3.637586;2.197225;3.157;0.6931472;0.6931472;8.669721;13.23203;4.827796;9.966651;0.480453;2.833213;1.386294;8.027098;1.921812;10;13.23203307;25.52746416;11.96131595
542;1;7800000;53;22;13;23.5;7;1;0;1;1;0;0;10;1;1;0;0;0;1;1;uzao;147169.8;11.89934;3.091043;3.970292;2.564949;3.157;1.94591;1.94591;9.554543;15.76322;6.578965;9.966651;3.786566;2.302585;0;5.301898;0;18;15.76321788;29.53349942;11.8993423
543;1;5700000;38;18;9;23.5;12;1;0;1;1;1;0;10;7;0;0;0;0;1;;uzao;150000;11.91839;2.890372;3.637586;2.197225;3.157;2.484907;2.484907;8.354249;13.23203;4.827796;9.966651;6.174761;2.302585;1.94591;5.301898;3.786566;11;13.23203307;24.14688508;11.91839057
544;1;5250000;18;15;3;10;15;0;0;1;0;0;1;5;1;1;0;0;1;0;;zao;291666.7;12.58337;2.70805;2.890372;1.098612;2.302585;2.70805;0;7.333536;8.354249;1.206949;5.301898;7.333536;1.609438;0;2.590291;0;0;8.354248899;19.85958335;12.58336699
545;1;6500000;19;15;3;10;10;0;0;1;0;1;1;5;4;0;0;0;1;0;;zao;342105.3;12.74287;2.70805;2.944439;1.098612;2.302585;2.302585;0;7.333536;8.669721;1.206949;5.301898;5.301898;1.609438;1.386294;2.590291;1.921812;1;8.669720902;19.85958335;12.74287386
546;1;6500000;18;15;3;10;12;0;0;1;0;0;1;5;5;0;1;0;1;0;;zao;361111.1;12.79694;2.70805;2.890372;1.098612;2.302585;2.484907;0;7.333536;8.354249;1.206949;5.301898;6.174761;1.609438;1.609438;2.590291;2.590291;0;8.354248899;19.85958335;12.79694095
547;1;7000000;18;15;3;10;15;0;0;1;0;1;1;14;10;0;0;0;1;0;;zao;388888.9;12.87105;2.70805;2.890372;1.098612;2.302585;2.70805;0;7.333536;8.354249;1.206949;5.301898;7.333536;2.639057;2.302585;6.964624;5.301898;0;8.354248899;19.85958335;12.87104898
548;1;7200000;48;20;12;10;10;0;0;1;1;0;1;22;22;0;1;0;1;0;0;zao;150000;11.91839;2.995732;3.871201;2.484907;2.302585;2.302585;0;8.974412;14.9862;6.174761;5.301898;5.301898;3.091043;3.091043;9.554543;9.554543;16;14.98619727;26.88493523;11.91839057
549;1;5800000;32;18;7;10;5;0;0;1;0;0;1;9;9;0;1;0;1;0;0;zao;181250;12.10763;2.890372;3.465736;1.94591;2.302585;1.609438;0;8.354249;12.01133;3.786566;5.301898;2.590291;2.197225;2.197225;4.827796;4.827796;7;12.01132535;24.14688508;12.10763257
550;1;5800000;33;17;6;10;5;0;0;1;1;1;1;9;8;0;0;0;1;0;1;zao;175757.6;12.07686;2.833213;3.496508;1.791759;2.302585;1.609438;0;8.027098;12.22557;3.210402;5.301898;2.590291;2.197225;2.079442;4.827796;4.324077;10;12.22556513;22.74248075;12.07686105
551;1;6450000;36;15;9;10;10;0;0;1;1;1;1;17;3;0;0;0;1;0;1;zao;179166.7;12.09607;2.70805;3.583519;2.197225;2.302585;2.302585;0;7.333536;12.84161;4.827796;5.301898;5.301898;2.833213;1.098612;8.027098;1.206949;12;12.84160798;19.85958335;12.09607194
552;1;8200000;40;17;9;10;5;1;0;1;1;1;1;22;21;0;0;0;1;0;0;zao;205000;12.23077;2.833213;3.688879;2.197225;2.302585;1.609438;1.609438;8.027098;13.60783;4.827796;5.301898;2.590291;3.091043;3.044523;9.554543;9.269117;14;13.60783163;22.74248075;12.23076526
553;1;12100000;53;27;10;10;15;1;0;1;1;1;1;24;3;0;0;0;1;0;0;zao;228301.9;12.33842;3.295837;3.970292;2.302585;2.302585;2.70805;2.70805;10.86254;15.76322;5.301898;5.301898;7.333536;3.178054;1.098612;10.10003;1.206949;16;15.76321788;35.80116192;12.33842415
554;1;7000000;18;13;2;10;5;0;0;1;0;1;0;14;10;0;0;0;1;0;;zao;388888.9;12.87105;2.564949;2.890372;0.6931472;2.302585;1.609438;0;6.578965;8.354249;0.480453;5.301898;2.590291;2.639057;2.302585;6.964624;5.301898;3;8.354248899;16.87471258;12.87104898
555;1;12000000;53;27;10;10;15;1;0;1;1;1;0;24;3;0;0;0;1;0;0;zao;226415.1;12.33012;3.295837;3.970292;2.302585;2.302585;2.70805;2.70805;10.86254;15.76322;5.301898;5.301898;7.333536;3.178054;1.098612;10.10003;1.206949;16;15.76321788;35.80116192;12.33012532
556;1;5250000;18;13;2;10;7;0;0;1;0;0;0;5;1;1;0;0;1;0;;zao;291666.7;12.58337;2.564949;2.890372;0.6931472;2.302585;1.94591;0;6.578965;8.354249;0.480453;5.301898;3.786566;1.609438;0;2.590291;0;3;8.354248899;16.87471258;12.58336699
557;1;5200000;51;24;11;10;7;0;1;1;1;1;0;23;14;0;0;0;1;0;0;zao;101960.8;11.53234;3.178054;3.931826;2.397895;2.302585;1.94591;0;10.10003;15.45925;5.749902;5.301898;3.786566;3.135494;2.639057;9.831324;6.964624;16;15.45925281;32.09842679;11.5323437
558;1;7350000;57;22;13;10;15;0;0;1;1;1;0;8;5;0;0;0;1;0;1;zao;128947.4;11.76716;3.091043;4.043051;2.564949;2.302585;2.70805;0;9.554543;16.34626;6.578965;5.301898;7.333536;2.079442;1.609438;4.324077;2.590291;22;16.34626355;29.53349942;11.76715985
559;1;7200000;48;20;12;10;10;0;0;1;1;0;0;22;22;0;1;0;1;0;0;zao;150000;11.91839;2.995732;3.871201;2.484907;2.302585;2.302585;0;8.974412;14.9862;6.174761;5.301898;5.301898;3.091043;3.091043;9.554543;9.554543;16;14.98619727;26.88493523;11.91839057
560;1;6500000;18;13;2;10;7;0;0;1;0;0;0;5;5;0;1;0;1;0;;zao;361111.1;12.79694;2.564949;2.890372;0.6931472;2.302585;1.94591;0;6.578965;8.354249;0.480453;5.301898;3.786566;1.609438;1.609438;2.590291;2.590291;3;8.354248899;16.87471258;12.79694095
561;1;6500000;19;16;3;10;7;0;0;1;0;1;0;5;4;0;0;0;1;0;;zao;342105.3;12.74287;2.772589;2.944439;1.098612;2.302585;1.94591;0;7.687248;8.669721;1.206949;5.301898;3.786566;1.609438;1.386294;2.590291;1.921812;0;8.669720902;21.31357773;12.74287386
562;1;6450000;39;19;9;10;10;0;0;1;1;1;0;12;3;0;0;0;1;0;;zao;165384.6;12.01603;2.944439;3.663562;2.197225;2.302585;2.302585;0;8.669721;13.42168;4.827796;5.301898;5.301898;2.484907;1.098612;6.174761;1.206949;11;13.42168393;25.52746416;12.01602895
563;1;8100000;32;18;6;10;15;1;0;1;1;0;0;12;12;0;1;0;1;0;0;zao;253125;12.44164;2.890372;3.465736;1.791759;2.302585;2.70805;2.70805;8.354249;12.01133;3.210402;5.301898;7.333536;2.484907;2.484907;6.174761;6.174761;8;12.01132535;24.14688508;12.44163872
564;1;6200000;34;19;9;10;10;0;0;1;1;1;0;16;10;0;0;0;1;0;0;zao;182352.9;12.1137;2.944439;3.526361;2.197225;2.302585;2.302585;0;8.669721;12.43522;4.827796;5.301898;5.301898;2.772589;2.302585;7.687248;5.301898;6;12.43521855;25.52746416;12.1136991
565;1;5300000;32;19;6;10;15;1;0;1;1;1;0;5;4;0;0;0;1;0;0;zao;165625;12.01748;2.944439;3.465736;1.791759;2.302585;2.70805;2.70805;8.669721;12.01133;3.210402;5.301898;7.333536;1.609438;1.386294;2.590291;1.921812;7;12.01132535;25.52746416;12.01748148
566;1;4700000;31;18;6;10;10;0;0;1;0;0;0;5;5;0;1;0;1;0;1;zao;151612.9;11.92909;2.890372;3.433987;1.791759;2.302585;2.302585;0;8.354249;11.79227;3.210402;5.301898;5.301898;1.609438;1.609438;2.590291;2.590291;7;11.79226812;24.14688508;11.92908584
567;1;9600000;45;20;14;10;10;1;1;1;1;1;0;18;4;0;0;0;1;0;1;zao;213333.3;12.27061;2.995732;3.806663;2.639057;2.302585;2.302585;2.302585;8.974412;14.49068;6.964624;5.301898;5.301898;2.890372;1.386294;8.354249;1.921812;11;14.49067931;26.88493523;12.27061101
568;1;6000000;19;16;3;10;7;0;0;1;0;1;0;5;3;0;0;0;1;0;;zao;315789.5;12.66283;2.772589;2.944439;1.098612;2.302585;1.94591;0;7.687248;8.669721;1.206949;5.301898;3.786566;1.609438;1.098612;2.590291;1.206949;0;8.669720902;21.31357773;12.66283113
569;1;6950000;39;18;9;10;15;0;0;1;1;1;0;14;9;0;0;0;1;0;1;zao;178205.1;12.09069;2.890372;3.663562;2.197225;2.302585;2.70805;0;8.354249;13.42168;4.827796;5.301898;7.333536;2.639057;2.197225;6.964624;4.827796;12;13.42168393;24.14688508;12.09069041
570;1;6450000;36;15;9;10;10;0;0;1;1;1;0;17;3;0;0;0;1;0;1;zao;179166.7;12.09607;2.70805;3.583519;2.197225;2.302585;2.302585;0;7.333536;12.84161;4.827796;5.301898;5.301898;2.833213;1.098612;8.027098;1.206949;12;12.84160798;19.85958335;12.09607194
571;1;8000000;30;20;5;9;2;1;0;1;1;1;1;8;6;0;0;1;0;0;0;szao;266666.7;12.49375;2.995732;3.401197;1.609438;2.197225;0.6931472;0.6931472;8.974412;11.56814;2.590291;4.827796;0.480453;2.079442;1.791759;4.324077;3.210402;5;11.56814363;26.88493523;12.49375484
572;1;7700000;30;20;5;9;2;1;0;1;1;1;0;8;6;0;0;1;0;0;0;szao;256666.7;12.45553;2.995732;3.401197;1.609438;2.197225;0.6931472;0.6931472;8.974412;11.56814;2.590291;4.827796;0.480453;2.079442;1.791759;4.324077;3.210402;5;11.56814363;26.88493523;12.45553364
573;1;5700000;33;19;6;9;15;1;0;1;1;1;0;9;7;0;0;1;0;0;0;szao;172727.3;12.05947;2.944439;3.496508;1.791759;2.197225;2.70805;2.70805;8.669721;12.22557;3.210402;4.827796;7.333536;2.197225;1.94591;4.827796;3.786566;8;12.22556513;25.52746416;12.05946933
574;1;8500000;43;29;12;9;10;1;1;1;1;1;0;16;10;0;0;1;0;0;1;szao;197674.4;12.19438;3.367296;3.7612;2.484907;2.197225;2.302585;2.302585;11.33868;14.14663;6.174761;4.827796;5.301898;2.772589;2.302585;7.687248;5.301898;2;14.14662631;38.18069394;12.19437651
